Total;48;;;;;
Type;Course Code;Course Name;Credit;ECTS
Elective;CP432;TURKIYE DE SEHIR PLANLAMA TARIHI;3;4
Elective;CP486;KAMU MEKANI TASARIMI POLITIKALARI;3;4
Elective;CP460;SAYISAL HARİTA YAPIMI;3;4
Elective;CP434;ŞEHİRSEL POLİTİKA,PLANLAMA VE UYGULAMALAR;3;4
Elective;CP454;ŞEHİRLERDE ULAŞIM MODELLEMESİ;3;4
Elective;CP485;KENT JEOLOJİSİ;3;4
Elective;CP490;1980 LER SONRASI KENTSEL YENİDEN YAPILANMA;3;4
Elective;CP440;TÜRKİYE'DE KIRSAL DÖNÜŞÜM VE KIR ARAŞTIRMALARI;3;4
Elective;CP453;KENTSEL PLANLAMA VE TASARIM PRENSİPLERİ;3;4
Elective;CP401;KENTSEL TASARIM;8;13
Elective;CP403;SÜRDÜRÜLEBİLİR KENTSEL KORUMA PLANLAMASI VE TASARIM İLKELERİ I;8;12
Elective;CP402;PLANLAMA TASARIMI IV;8;13
Elective;CP404;SÜRDÜRÜLEBİLİR KENTSEL KORUMA PLANLAMASI VE TASARIM İLKELERİ II;8;13
